Review,Cleaned_Review,Sentiment,Word_Count
Love the new Echo Show! Picture is clear and the microphones pick up my voice from far away. My wife likes it for recipes on the go and the Show it is always thinking. Music sounds great coming from this small unit. It was the talk of Christmas!,love new echo show picture clear microphones pick voice far away wife likes recipes go show always thinking music sounds great coming small unit talk christmas,Positive,26
Got this as a gift for my sister and her fiancé and they love it. Works great with Phillips Hue,got gift sister love works great phillips hue,Positive,8
"I love this new Alexa device with the screen. I bought it for my mother who really couldn't ""relate"" to the Echo Dot. But she can read the output. I works seamlessly with my Apple Calendar so she can see her activities of the day. Also can call her Great Grandchildren just by talking, and see them too!",love new alexa device screen bought mother really could relate echo dot read output works seamlessly apple calendar see activities day also call great grandchildren talking see,Positive,27
I own a dot and a first gen echo and the sound from the show is way better than both of my other echoes. The video functions are nice but it is a pain to get it to play videos from my Amazon library. My family enjoys the calendar info and the news briefings that rotate on the screen.,dot first gen echo sound show way better echoes video functions nice pain get play videos amazon library family enjoys calendar info news briefings rotate screen,Positive,26
We already love our other Alexa/Echo devices and this is our favorite. The drop in video chat feature is my favorite!,already love devices favorite drop video chat feature favorite,Positive,9
"Nice to see songs, and many other items. Shows words to music, can watch u tube. And video calls.",nice see songs many items shows words music watch u tube video calls,Positive,13
Nice to have .good thing to used love to . Would tell people about,nice thing used love would tell people,Positive,7
"I like the Echo Show. I can view my cams, watch a movie and read the news. The camera video is slightly delayed. And I do wish it had a jack for earphones. But the sound on mine is good.",like echo show view cams watch movie read news camera video slightly delayed wish jack earphones sound mine good,Positive,19
I have dots and an echo and this just sounds better and looks better,dots echo sounds better looks better,Positive,6
I bought this for my wife for Christmas and she loves it. The screen is big and alexa responds clearly and quickly.,bought wife christmas loves screen big alexa responds clearly quickly,Positive,10
Bought it for my son & wife. They love it. Both thought they didn’t need it. They find that it is a lot of fun and very useful.,bought son wife love thought need find lot fun useful,Positive,10
Very impress with the echo show and all of its features,impress echo show features,Neutral,4
I think this is one of Amazon best products ever. I first review the echo online and watch youtube video. It is better than I read or saw on line.,think one amazon best products ever first review echo online watch youtube video better read saw line,Positive,17
"This device is seriously cool. The basic functions out of the box are nice, but some customization and configuration allow you to do so much more. My family loves the ability to play Amazon music with their voice. Smart home integration is a big draw!",device seriously cool basic functions box nice customization configuration allow much family loves ability play amazon music voice smart home integration big draw,Positive,23
Nice device. We use it a lot in the kitchen and the home automation.,nice device use lot kitchen home automation,Positive,7
The video is pretty good and the speaker is better than I thought it would be.,video pretty good speaker better thought would,Positive,7
"If Amazon and Google can work things out, the Show will be amazing! We already loved the Echo and the Dot, and were looking forward to adding video. Unfortunately, YouTube is no longer on the Show, limiting the video content. If they can ever get it back, the Show will definitely be a 5 star product!",amazon google work things show amazing already loved echo dot looking forward adding video unfortunately youtube longer show limiting video content ever get back show definitely star product,Positive,28
"The show is definitely amazing, especially if you have the doorbell with video and security cameras, you can see it with echo show.",show definitely amazing especially doorbell video security cameras see echo show,Positive,11
I love this product! The possibilities are endless!,love product possibilities endless,Positive,4
It's great! I love the hand free whatever you want. It plays videos on Amazon by just asking it to play. At work I can video call my girlfriend at home with the show as well. Highly recommend,great love hand free whatever want plays videos amazon asking play work video call girlfriend home show well highly recommend,Positive,20
Purchased to stay in touch with family while traveling.,purchased stay touch family traveling,Neutral,5
"Absolutely Awesome! Great product, recommend that Everyone have one!",absolutely awesome great product recommend everyone one,Positive,7
"Traded my original echo for echo show. Glad I did, screen is excellent and syncs with many home connected devices.",traded original echo echo show glad screen excellent syncs many home connected devices,Positive,13
Promising product that has been getting better with software updates since release.,promising product getting better software updates since release,Positive,8
I upgraded from Echo and have no regrets. I didn't liked design from day 1 but after mounting on the wall the screen looks good. I like it more then I except it. Much easier for reordering or shopping on Amazon.,upgraded echo regrets liked design day mounting wall screen looks good like except much easier reordering shopping amazon,Positive,18
Amazon echo show working very well (as expected) and thanks to Amazon for adding more features on regular basis.,amazon echo show working well expected thanks amazon adding features regular basis,Positive,12
"The Show is the new Alexa Device with a video screen. I like being able to see a screen when you ask questions, and you can view videos too. I also like that you can see the temperature, and date without having to ask. I like you can view a video of a recipe, not just see text. The one item missing from this great device is the capability to hook it up to your surround audio system.I have two dots and love them. The Show would be perfect if I could also hook it up to my audio system. Even though this feature does not exist, it still is a great product.",show new alexa device video screen like able see screen ask questions view videos also like see temperature date without ask like view video recipe see text one item missing great device capability hook surround audio two dots love show would perfect could also hook audio system even though feature exist still great product,Positive,54
Delivered on time and it looked good will hook it up next year.,delivered time looked good hook next year,Positive,7
This is the most amazing item. And very easy to use,amazing item easy use,Positive,4
I use alexa to control my smart home and get internet information,use alexa control smart home get internet information,Positive,8
Best Xmas gift and great product made by amazon. Now my fam is all connected.,best xmas gift great product made amazon fam connected,Positive,9
"bought these for family members out of state for Christmas, finding it is way more than expected. Can talk face to face with them, make shopping lists, listen to stories, play interactive trivia music games, is there no end to possibilities? They all LOVED their gift (thank you Best Buy for great sale to make affordable)...",bought family members state christmas finding way expected talk face face make shopping lists listen stories play interactive trivia music games end possibilities loved gift thank best buy great sale make affordable,Positive,32
"We purchased the Echo Show after using the Dot for a couple of weeks. The first thing I noticed is that the Dot’s ability to pick up your voice is by far much better than the Show. However, I think the Show’s speaker is better for listening to music.The screen on the Show is handy for looking at recipes, seeing the shopping list or watching the timer. Could you live with just the Dot? Absolutely, but there are some nice features that make the Show a handy gadget to have around.",purchased echo show using dot couple weeks first thing noticed ability pick voice far much better show however think speaker better listening screen show handy looking recipes seeing shopping list watching timer could live dot absolutely nice features make show handy gadget around,Positive,43
"Amazon show is pretty cool, It can help with things like cooking recipe, homework and other things. But it's restricted to only Amazon partner things. If Google comes out with something similar I would have definitely chosen that over the show. No YouTube.",amazon show pretty cool help things like cooking recipe homework things restricted amazon partner things google comes something similar would definitely chosen show youtube,Positive,24
"Love the Echo Show. Allows me to control lights, alarm, vacuum and lots of stuff. No brainer to set up. Make lists, keep up with calendar. Plays music. Tells jokes and sings—badly but is fun. Couldn’t be happier with it.",love echo show allows control lights alarm vacuum lots stuff brainer set make lists keep calendar plays music tells jokes fun happier,Positive,22
"We're still learning all the things this device can do. So far, We're very pleased.",still learning things device far pleased,Positive,6
The Show is a great little product. It has opened a lot of doors in the world of AI and home automation for me. It connected easily with my echo and dot and now I can stream music all over my house. The picture quality is outstanding. The only drawback is that Alexa doesn't have a very strong internet search engine.,show great little product opened lot doors world ai home automation connected easily echo dot stream music house picture quality outstanding drawback alexa strong internet search engine,Positive,27
We were interested in the Echo line of products after we purchased our Vivint security system. The Echo Show is a perfect addition. We are able to view our security cameras from the The Echo Show and it works great in general as an Echo with all its features.,interested echo line products purchased vivint security system echo show perfect addition able view security cameras echo show works great general echo features,Positive,23
Great to talk and see family at anytime. Easy to use,great talk see family anytime easy use,Positive,7
"I love having the screen available to use for certain tasks like streaming doorbell video, security camera footage, Amazon Prime music lyrics and videos, but I am disappointed that Amazon’s implementation of YouTube on the Echo Show violated Google's terms of service so they got the app pulled from the Show. Also, honestly, and anyone can prove it just through everyday use, but the Echo is just not as useful as Google Assistant with inquiries. It works pretty well with home automation but it just doesn't understand or can't help with about half of the inquiries I throw at it. I would have gone with a Google Home if there was one with a touchscreen. I would recommend it for those heavily invested in Amazon Prime and home automation.",love screen available use certain tasks like streaming doorbell video security camera footage amazon prime music lyrics videos disappointed implementation youtube echo show violated google terms service got app pulled show also honestly anyone prove everyday use echo useful google assistant inquiries works pretty well home automation understand ca help half inquiries throw would gone google home one touchscreen would recommend heavily invested amazon prime home automation,Positive,67
Love it Love it Love it!!!!!!!!!!!!!!!!!!!!!!!!!!!,love love love,Positive,3
Love this. Just replaced my old echo with this one. Love Alexa.,love replaced old echo one love alexa,Positive,7
This is great! Like having a robot brain in your house.,great like robot brain house,Positive,5
"Alexa Show is really well put together. The main reason for my purchase was to create my own 'surveillance system' linking my Ring Doorbell, and Ring Floodlights to view on command by Alexa on the Show Screen. Yes, you can talk to it, and get results for almost any query, but with the show, you get a lot more. The touch screen is great for video calls, especially when you install the Alexa App on your family cell phones. Alexa can scan items via UPC and order them on Amazon, or tell you where to get them. The recipes you ask for are not only spoken to you, but SHOWN to you. Also, when music plays, you can see the lyrics on screen (If you use Amazon Music to play the music). You can ask for a news briefing, and you SEE the news, highlights, etc. The speakers aren't quite up to the same standard as the echo series, but it's close. The sound fills the room nicely. When the Echo Show is not being immediately used, the screen shows a picture of your choice, making it a digital frame too. Overall, the device is very nice, and they are constantly releasing new skills for Alexa to use, so it seems like there is always something new to wow you. Turning on and off lights, adjusting your thermostat, playing music, viewing security cameras are all just the standard duties, there is WAY more to do with this device!",alexa show really well put together main reason purchase create system linking ring doorbell ring floodlights view command alexa show screen yes talk get results almost query show get lot touch screen great video calls especially install alexa app family cell phones alexa scan items via upc order amazon tell get recipes ask spoken shown also music plays see lyrics screen use amazon music play music ask news briefing see news highlights etc speakers quite standard echo series close sound fills room nicely echo show immediately used screen shows picture choice making digital frame overall device nice constantly releasing new skills alexa use seems like always something new wow turning lights adjusting thermostat playing music viewing security cameras standard duties way device,Positive,122
This is just what I was looking for. It does just what it says it does!,looking says,Neutral,2
"This is perfect for any home it gives up to date news, you can set alarms and do so much more. We love this product",perfect home gives date news set alarms much love product,Positive,10
I couldn't believe how easy and fast the setup was. It's basically plug and play. I watched a video first and it took no more than 3 minutes to get going. You don't need any other equipment to set it up. The sound is unbelievable...better than my Bose.,could believe easy fast setup basically plug play watched video first took minutes get going need equipment set sound unbelievable better bose,Positive,22
Upgraded from the echo to add video support for my cameras. Sound is much better,upgraded echo add video support cameras sound much better,Positive,9
"The Echo Dot is a great personal assistant, and right now the price is fantastic. It can give you the weather forecast, traffic reports, daily news brief, play music from Pandora or other steaming radio stations, and answer questions, all in a very small package.. .",echo dot great personal assistant right price fantastic give weather forecast traffic reports daily news brief play music pandora steaming radio stations answer questions small package,Positive,26
Addition to my system...love talking and seeing my BFF in ATL...SUITS MY OFFICE decor.,addition system love talking seeing bff atl suits office decor,Positive,10
"We love Alexa! Love being able to watch news briefings, seeing the lyrics to songs, and so much more! It's in our kitchen and we use it everyday!",love alexa love able watch news briefings seeing lyrics songs much kitchen use everyday,Positive,14
I bought this so my kids can talk to there Grandpa and it has been Great they call him all the time,bought kids talk grandpa great call time,Positive,7
"Now I can view my front door Ring system as well as all my Arlo cameras. Great products. If you have Echo Spot in each bedroom, you can video talk with your kids by dropping in. Love it",view front door ring system well arlo cameras great products echo spot bedroom video talk kids dropping love,Positive,18
Got this for my wife for Christmas. Was suppose to come wrapped but didn’t. Wife very happy. Avid amazon fan. Sound better then the echo.,got wife christmas suppose come wrapped wife happy avid amazon fan sound better echo,Positive,14
"Use a lot of home automation and this is a great addtion. If you are not an Alexa or home automation fan I would recomend trying to catch this on sale, you may not need the screen a much as you think. The sound quality is great.",use lot home automation great addtion alexa home automation fan would recomend trying catch sale may need screen much think sound quality great,Positive,23
This is a great device that actually has a lot of usefulness to it. After about a week you're going to be wondering what else can I do? what else can this help you with? So my suggestion is to get one of these as a start. Then prioritize the purchase of an echo (not plus) and a spot.,great device actually lot usefulness week going wondering else else help suggestion get one start prioritize purchase echo plus spot,Positive,20
"Awesome so far. Have used it as alarm clock, stereo, 2nd screen for movies (while multitasking on PC), news/weather, audiobooks, and more. The news flash can repeat itself at times, but I may have subscribed to too many subcategories, but a quick alexa - next skips right ahead. Still learning the variations of commands, and sometimes it hears what it wants to until I have to ar. tic. u. late. to the point of annoyance, but hey, this is still relatively new tech, and who would have imagined this 20 years or more ago",awesome far used alarm clock stereo screen movies multitasking pc audiobooks news flash repeat times may subscribed many subcategories quick alexa next skips right ahead still learning variations commands sometimes hears wants ar tic late point annoyance hey still relatively new tech would imagined years ago,Positive,46
I like it. Needs more features to really become a good product. Needs browsing capabilities.,like needs features really become good product needs browsing capabilities,Positive,10
"This is a great addition to the other Alexa products by Amazon. It works great in the kitchen. Better voice recognition and sound. The onscreen display and information are very helpful. The video capability is watching instructional videos or even playing music videos while working/cooking. It can also scroll personal photos as a picture display.All in all Echo Show is a wonderful addition. Well worth it, especially if you get it on sale.",great addition alexa products amazon works great kitchen better voice recognition sound onscreen display information helpful video capability watching instructional videos even playing music videos also scroll personal photos picture echo show wonderful addition well worth especially get sale,Positive,39
Purchased this item for our daughter. She absolutely loves it!,purchased item daughter absolutely loves,Positive,5
"After researching and reading endless reviews, I bought myself an early Christmas present in the Amazon Echo Show. Once I had it home, it was quickly set up and has been a joy to have since day one. Loved it so much I bought two more as gifts. So enjoying being able to see friends and family on a more regular basis with the video option. I’m sure as I learn more this will become even more useful. Great addition to my other Echo devices.",researching reading endless reviews bought early christmas present amazon echo show home quickly set joy since day one loved much bought two gifts enjoying able see friends family regular basis video option sure learn become even useful great addition echo devices,Positive,41
Alexa is a wealth of knowledge and learning more and more every day.,alexa wealth knowledge learning every day,Neutral,6
"I didn't think I needed Alexa to have a screen, but now I'm so glad we got this. When I ask to see my grocery list, it pops up on the screen. Also can do video calls from it. Really like our Alexa and the dots...we have them in almost every room of the house now.",think needed alexa screen glad got ask see grocery list pops screen also video calls really like alexa dots almost every room house,Positive,23
I am very pleased with the sound and picture quality. It does not link to direct tv.,pleased sound picture quality link direct tv,Positive,7
This was a Black Friday special and we knew we wanted a smart home assistant and Alexa worked well with the Ring doorbell system. There are times when you have to ask her the same thing over and over until she figures it out but overall it was a food deal.,black friday special knew wanted smart home assistant alexa worked well ring doorbell system times ask thing figures overall food deal,Positive,21
Love talking face to face with family and friends back in the Philly area. It is easy to use and to stay in touch. I can show family things that I have recently bought by holding it up to the camera instead of having to go into a long description on a phone line.,love talking face face family friends back philly area easy use stay touch show family things recently bought holding camera instead go long description phone line,Positive,26
"Once you have it, you can't live without it. Great product.",ca live without great product,Positive,5
The show works great with my other products. Love it,show works great products love,Positive,5
Love the echo show & the ability to communicate with smaller children without any effort or cell phones.,love echo show ability communicate smaller children without effort cell phones,Positive,11
The echo show works very well with Bluetooth and WiFi. Great sound and screen. Recommend to anyone,echo show works well bluetooth wifi great sound screen recommend anyone,Positive,11
All I really use it for is music. The read downfall is it’s not Bluetooth so it has to be plugged in 24/7,really use music read downfall bluetooth plugged,Positive,7
I have all the echo products in this by far is the best it does everything . I love it!,echo products far best everything love,Positive,6
We're hoping the Echo show will allow us to elevate our experiences using the screen options for calling family & friends as well as reading recipes etc.,hoping echo show allow us elevate experiences using screen options calling family friends well reading recipes etc,Neutral,17
"So I was skeptical of Echo Show and the entire line to be honest. However, this technology has changed how our household operates. From my daily briefing in the morning, to tracking Santa with my 6 year old every morning learning interesting facts about Santa and several other things, I truly wish I would have bought this sooner. We have it integrated into our Cozi account so we can just ask Alexa to add items to various shopping lists instead of pulling out a phone and typing it in. We also have ADT Pulse and a Nest thermostat and the integration into those two platforms was so simple I couldn't believe it. My son loves to ask Alexa questions and in the mornings before school he is learning things instead of just watching a few minutes of a cartoon.Another highly used feature is the local forecast as my wife is a weather nut and always wants to know what the forecast for the area is. I am loving the Amazon Music now as well because we bought an Echo Dot just to integrate into our Bose whole house system so we can stream music all through the house now.If you are on the fence about getting the Echo Show like I was, just do it. It really is an amazing product!",skeptical echo show entire line honest however technology changed household operates daily briefing morning tracking santa year old every morning learning interesting facts santa several things truly wish would bought sooner integrated cozi account ask alexa add items various shopping lists instead pulling phone typing also adt pulse nest thermostat integration two platforms simple could believe son loves ask alexa questions mornings school learning things instead watching minutes highly used feature local forecast wife weather nut always wants know forecast area loving amazon music well bought echo dot integrate bose whole house system stream music house fence getting echo show like really amazing product,Positive,104
I will have one for all my rooms. I will also buy some for friends,one rooms also buy friends,Neutral,5
I can see my grandchildren when I call it is a great machine,see grandchildren call great machine,Positive,5
Love the screen and being able to see video along with my cameras on my Vivint smart home,love screen able see video along cameras vivint smart home,Positive,10
Absolutely Love the echo Show! It is in my kitchen. I love seeing my to do and shopping lists on there. My calendar is there too. Plus I scroll pictures on it from my Amazon prime photos. Love being able to get the daily news briefing from MPR every morning. Also use it for timing things. Would highly recommend it to Amazon prime members. Got it at a great price on sale prior to Christmas.,absolutely love echo show kitchen love seeing shopping lists calendar plus scroll pictures amazon prime photos love able get daily news briefing mpr every morning also use timing things would highly recommend amazon prime members got great price sale prior christmas,Positive,41
Amazon built upon the success of their Echo. I'm really enjoying the convenience of the Echo with the added display.,amazon built upon success echo really enjoying convenience echo added display,Positive,11
I have put this in the kitchen to use for recipes and controlling various devices.,put kitchen use recipes controlling various devices,Neutral,7
Not a very responsive program. Very limited information program. Not user friendly.,responsive program limited information program user friendly,Positive,7
The echo show is a great accessory to any house . It has a great picture on it and great sound . It’s simple to use . My wife uses it for recipes when cooking and making grocery lists . Also listens to music with crisp sound. Can ask Alexa pretty much anything .,echo show great accessory house great picture great sound simple use wife uses recipes cooking making grocery lists also listens music crisp sound ask alexa pretty much anything,Positive,28
"The Amazon Echo Show is so much fun! I got it for my husband for Christmas and its absolutely more of a gift for myself! We also got hue lights and have set it up our routines. This show is so much fun! We listen to the news in the morning while making coffee, it wakes us up with slowly with the hue lights, we listen to music while cooking dinner... cant recommend it more! Because of this purchase, I am also buying a spot! We love the camera feature where you can ""drop in"" so we will continue buying these rather than the security cameras (for the inside at least where we just want to say hello or see our dog).",amazon echo show much fun got husband christmas absolutely gift also got hue lights set routines show much fun listen news morning making coffee wakes us slowly hue lights listen music cooking dinner cant recommend purchase also buying spot love camera feature drop continue buying rather security cameras inside least want say hello see dog,Positive,55
Worked better than expected! Highly recommend the Echo Show,worked better expected highly recommend echo show,Positive,7
I’ve always loved the amazon Alexa smart products and use them to control my smart home setup.,always loved amazon alexa smart products use control smart home setup,Positive,11
Purchased to stay in touch with family while traveling.,purchased stay touch family traveling,Neutral,5
"Love this product, able to read recipes instead of just hearing them. Speaker is pretty good too.",love product able read recipes instead hearing speaker pretty good,Positive,10
"I use the echo show to stream music, video chat, and drop in as a camera from my home. You can even see recipes and other items. Worth the money, got it on sale! I always wait for sales.",use echo show stream music video chat drop camera home even see recipes items worth money got sale always wait sales,Positive,21
"at first I wasnt sure if this was something I ""needed"" when I already have the echo but it was on sale for black friday so I thought why not. As soon as it was set up I understood why I ""needed"" this. It just enhances everything Alexa does! Being able to see what she says is great! Seeing and adjusting my shopping list by touch is amazing. I love walking in the room and seeing little news blurbs. It looks sleek and beautiful on my counter. I highly recommend this to anyone.",first wasnt sure something needed already echo sale black friday thought soon set understood needed enhances everything alexa able see says great seeing adjusting shopping list touch amazing love walking room seeing little news blurbs looks sleek beautiful counter highly recommend anyone,Positive,42
Each and Every Version of Amazon Home Products have gotten better and better. This Amazon Home is the Cadillac of Amazon Home Products. The News Feed on the screen at all times along with the options and features that you can do with this is amazing. I love the ability to call my mom and dad and see what they are doing. They are only a couple of miles away but it is fun. I also love playing music on the device since most of songs include the words. You might find out that you have been singing the wrong lyrics for as long as you can remember.,every version amazon home products gotten better better amazon home cadillac amazon home products news feed screen times along options features amazing love ability call mom dad see couple miles away fun also love playing music device since songs include words might find singing wrong lyrics long remember,Positive,48
"I control all my smart home sthings with it, and also have 2 echo dots",control smart home sthings also echo dots,Positive,7
"I LOVE MY ECHO SHOW, ELEXA IS SO HELPFULL SHE ANSWERS JUST ABOUT EVERY QUESTION I HAVE",love echo show elexa helpfull answers every question,Positive,8
I like the video feature for my doorbell. Wish it automatically showed a picture when door bell rung. Does not FaceTime. Maybe later. Also not all cameras are compatible.,like video feature doorbell wish automatically showed picture door bell rung facetime maybe later also cameras compatible,Neutral,17
With a Seamless integration and easy functionality the echo show is wonderful piece of tech that is entertaining and useful to the whole family.,seamless integration easy functionality echo show wonderful piece tech entertaining useful whole family,Positive,13
"Less than useless Does not work with Amazon CloudCam. I purchased this from Best Buy to allow me to monitor my two Cloud Cams from my kitchen. I am VERY tech savvy and have numerous Alexa devices but have been unable to get it to work. I tried installing and enabling the Amazon CloudCam Skill, made sure there were no new updates for the Show (the Show automatically updated when I first plugged it in). The final straw was when the tech support rep told me you can’t use the Show with the CloudCam—and then was unable to connect me with someone who could actually solve the problem. Useless is no help; less than useless actually makes more work. The Echo Show is less than useless.",less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,64
"I have the spot, dot and two shows, I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol",spot dot two shows started spot loved much wanted bigger one best buy pun intended lol,Positive,16
The Alexa show is a great product and the price was even better,alexa show great product price even better,Positive,7
"I’m all about the smart home and I love my new echo show. I stay more connected with my family. I also love how it’s integrated with my Arlo, Ring, Nest, and Hue light bulbs.",smart home love new echo show stay connected family also love integrated arlo ring nest hue light bulbs,Positive,18
"Love this! We have it on our kitchen counter and great for music, news updates, amazon delivery updates, recipes, timer, and soo much more!",love kitchen counter great music news updates amazon delivery updates recipes timer soo much,Positive,14
Tech is not totally friendly but for The cost and what it does it is worth the investment,tech totally friendly cost worth investment,Positive,6
Great product and it is very easy to set up and use,great product easy set use,Positive,5
"Purchased for my mom in a memory care center. She doesn’t have to answer the phone, we simply drop in and start talking until she sees us. Picture clarity awesome! Staff also aware of this camera feature and knows we drop in frequently. Doesn’t replace room camera but good. Would give a 5 but can’t figure out how to have other alexa owners drop in on her. Anyone know?",purchased mom memory care center answer phone simply drop start talking sees us picture clarity awesome staff also aware camera feature knows drop frequently replace room camera good would give figure alexa owners drop anyone know,Positive,36
"Works well with smart home lights, door locks and wireless security cam",works well smart home lights door locks wireless security cam,Positive,10
Great product. I’m at the beginning stages of having a smart home and this was the perfect addition.,great product beginning stages smart home perfect addition,Positive,8
Got this for my dad for Christmas. He likes that the speakers sound better. He also enjoys being able to make video calls with it.,got dad christmas likes speakers sound better also enjoys able make video calls,Positive,13
"I like having the screen and being able to see things like weather reports, etc. Still not using it to its full potential, but we have it controlling a couple of lamps, giving us weather reports, setting timers and alarms. It's making me lazy! Sometimes it doesn't hear my voice. Hears my husband's voice better. I find it best to put it pretty close to me on a side table.",like screen able see things like weather reports etc still using full potential controlling couple lamps giving us weather reports setting timers alarms making lazy sometimes hear voice hears husband voice better find best put pretty close side table,Positive,39
I am loving my Amazon Echo Show. It makes life easier! I love being able to ask what the weather is going to be or play some music just by asking Alexa. I also love being able to video call friends and family that have an Echo Show or the Alexa App. Overall it is a great product!,loving amazon echo show makes life easier love able ask weather going play music asking alexa also love able video call friends family echo show alexa app overall great product,Positive,30
It is a great product. It works great would definitely recommend it to anyone wanting to buy one.,great product works great would definitely recommend anyone wanting buy one,Positive,11
"So having Alexa on hand could be good and bad. It's nice when I'm cooking and I need help with a recipe but it can be annoying when my kids fight over what they want Alexa to answer. Over all it's a nice product, connects to my Ring doorbell too which is nice.",alexa hand could good bad nice cooking need help recipe annoying kids fight want alexa answer nice product connects ring doorbell nice,Positive,22
"The Echo show is addictive. Pairs easy, fantastic sound and video and once you download the Alexa app and learn a few things it becomes indispensable. Video calls work well. Great for the office or Kitchen.",echo show addictive pairs easy fantastic sound video download alexa app learn things becomes indispensable video calls work well great office kitchen,Positive,22
"I like the Echo Show. I can view my cams, watch a movie and read the news. The camera video is slightly delayed. And I do wish it had a jack for earphones. But the sound on mine is good.",like echo show view cams watch movie read news camera video slightly delayed wish jack earphones sound mine good,Positive,19
"I like that you can Talk To Alexa. I like the lyrics to the music. I like the personal Assistant, It is So wonderful and limitless.",like talk alexa like lyrics music like personal assistant wonderful limitless,Positive,11
"User friendly, hand free little assistant. Makes your mornings easier and gets you started for the day. And it looks cool",user friendly hand free little assistant makes mornings easier gets started day looks cool,Positive,14
"This has been perfect for the kitchen, it plays music & I can sing along with the words on the screen. Love that Alexa also allows for multiple timer settings when cooking.",perfect kitchen plays music sing along words screen love alexa also allows multiple timer settings cooking,Positive,16
Echo Show is a great tool in the kitchen. Paired with amazon music it makes the time go by quickly. Video selection could be better (somehow needs to strike a deal with Google for access to YouTube video). It does have nice video for recipes.,echo show great tool kitchen paired amazon music makes time go quickly video selection could better somehow needs strike deal google access youtube video nice video recipes,Positive,27
"Amazon's Echo Show has been a great help to my daily rutine. From asking simple things like the weather to more specific things like flash briefings or traffic to my commute, echo show is a great tool for any tech enthusiast",amazon echo show great help daily rutine asking simple things like weather specific things like flash briefings traffic commute echo show great tool tech enthusiast,Positive,25
"I’m in love with Alexa. Love her fir music, quick weather updates and in the kitchen for recipes. It’s great getting them step by step and not having to keep putting the passcode in on my iPad with hands covered in flour.",love alexa love fir music quick weather updates kitchen recipes great getting step step keep putting passcode ipad hands covered flour,Positive,21
"Bought as a gift for my wife, she loves it and the screen is very handy for recipes and such.",bought gift wife loves screen handy recipes,Positive,7
"She knows all the answers. I’m used to speaking to her, i recently visiting a friend and said “Alexa “. And my friend looked at me like I was crazy. She doesn’t have Alexa.",knows answers used speaking recently visiting friend said friend looked like crazy alexa,Negative,13
It is great to be able to make video calls from the kitchen. Very convenient.,great able make video calls kitchen convenient,Positive,7
Needs to be a stand alone device. I should have not required to use a tablet of Cell phone to make it work. Amazon needs to work on the technology on device.,needs stand alone device required use tablet cell phone make work amazon needs work technology device,Neutral,16
This was bought for a gift. But it looks nice. Just what was expected,bought gift looks nice expected,Positive,5
I have not used this as it is a gift for my parents. Will see how they like it.,used gift parents see like,Neutral,5
"a bit difficult to set up, but it is amazing. Love the screen!",bit difficult set amazing love screen,Positive,6
"with this echo line, we are able to watch amazon prime, and even do visual calls to grand daughter!",echo line able watch amazon prime even visual calls grand daughter,Positive,11
Great to give as gifts. I bought several items for staff.,great give gifts bought several items staff,Positive,7
I have several around the house and love playing music on them,several around house love playing music,Positive,6
I bought this as a gift for my husband and he is constantly asking Alexa questions about everything. We love listening to music on it as well.,bought gift husband constantly asking alexa questions everything love listening music well,Positive,12
The touch screen adds a new dimension to the Echo which comes in handy when ordering off of Amazon or reorders as well. I also like being able to view news briefings and song lyrics on the screen also. The Echo Show is the only way to go.,touch screen adds new dimension echo comes handy ordering amazon reorders well also like able view news briefings song lyrics screen also echo show way go,Positive,26
"The Echo show screen is great, it is helpful with recipes, music etc. I use it to listen to music all the time. I am hoping someone in my family gets one soon so we can face time each other.",echo show screen great helpful recipes music etc use listen music time hoping someone family gets one soon face time,Positive,20
"I bought the echo after seeing it demonstrated by my brother. He proceeded to ask Alexa questions and Alexa would answer them immediately. He then asked it to pull up some songs which, it did right away. Then he asked it to call mom and it did that as well. Needless to say, i had to get one.",bought echo seeing demonstrated brother proceeded ask alexa questions alexa would answer immediately asked pull songs right away asked call mom well needless say get one,Negative,26
We bought two of these for the kids. They love them and I now have an echo dot,bought two kids love echo dot,Positive,6
"I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....",say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,31
I. Like the visual with this echo although I think I would have enjoyed it more if this was my first and only alexa,like visual echo although think would enjoyed first alexa,Positive,9
I bought this device for my wife and she loves it. Plays videos for cooking. 1 on gift list. For sure.,bought device wife loves plays videos cooking gift list sure,Positive,10
"We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera ,and boom, there’s the video feed. Super easy to link our echo plus and the echo dot with the show!!",use monitor amazon cloud camera works great tell show us camera boom video feed super easy link echo plus echo dot show,Positive,22
